"","pref","year","prov","mayor_term","invest","state_share","soe_share","local_share","local_soe_share","nonlocal_soe_share","nonlocal_nonsoe_share","local_nonsoe_share","invest_l","mayor_term1","mayor_age","gender_fem.y","ethnicity.y","edu_onjob.y","lgdp_pc","lpopul","lfiscal","distCity","industryOptionalName","projName","first_con_mayor","projRid","cooperationTerm","returnMode","local_size","soe_size","local_soe_size","local_nonsoe_size","local_size_l","local_soe_size_l","local_nonsoe_size_l","soe_size_l","type"
"1611","青岛市",2017,"山东省",1,121016800,10,0,100,100,0,0,100,18.6114399368984,1,52,0,0,21,11.6028301522978,6.67329796776765,16.2134333758378,370200,"供水","山东省青岛市黄岛区藏马山度假区、原龙泉水务区域供水管线工程",0,"4374a962e8c4407cbc424ebd52cedda1",11,"1",12101680000,0,12101680000,12101680000,23.2166101229692,23.2166101229692,23.2166101229692,0,"Water Conservancy"
"1612","遵义市",2016,"贵州省",2,7.8e+08,NA,NA,NA,NA,NA,NA,NA,20.4748044776479,2,49,0,0,21,10.4666114655132,6.6762644861801,14.3899333224083,520300,"文化场馆","赤水市生态体育公园",0,"4f586ea6d6e34610a8b1a1e4ece4d7fa",20,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Culture"
"1613","丽水市",2017,"浙江省",2,679910000,NA,NA,NA,NA,NA,NA,NA,20.3374709944338,2,54,0,0,18,10.9373479639745,5.59098698051086,13.8505571871218,331100,"水利枢纽","莲都区宣平溪流域综合治理工程",0,"59d89f5f63f64b21941c723916b96822",15,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Water Conservancy"
"1614","孝感市",2017,"湖北省",1,3497708000,NA,NA,NA,NA,NA,NA,NA,21.9753737337863,1,50,0,0,16,10.3808391194444,6.25958146406492,14.0719233010568,420900,"综合治理","湖北省孝感市老澴河水生态综合治理（一期）PPP项目",1,"a7402421650d48b0be39cf86c2118379",20,"1",NA,NA,NA,NA,NA,NA,NA,NA,"City Management"
"1615","辽源市",2016,"吉林省",2,323152800,NA,NA,NA,NA,NA,NA,NA,19.5936358343424,2,49,0,0,18,10.9996802496855,4.79413628550071,12.5467467561869,220400,"其他","东丰县智慧城市建设项目",1,"ab4cde44820e4ef985b0655fff6691ab",15,"2",NA,NA,NA,NA,NA,NA,NA,NA,"Constrcution"
"1616","晋中市",2017,"山西省",1,137980000,NA,NA,NA,NA,NA,NA,NA,18.7426193050822,1,48,0,0,12,10.393477615714,5.80513496891649,13.8234836879186,140700,"市政道路","山西省晋中市介休市张兰镇镇区市政设施改造工程 PPP 项目",0,"b5b5997f7b0145c49a0c085b2d694037",17,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Public Transportation"
"1617","濮阳市",2017,"河南省",1,225570000,NA,NA,NA,NA,NA,NA,NA,19.2341410900223,1,54,0,0,18,10.5981086463521,6.07073772800249,13.4892622781236,410900,"公园","南乐县东湖湿地公园及潴泷河河道水系景观改造工程",0,"b4857359b87d4459bdfd66681dede3cc",15,"1",NA,NA,NA,NA,NA,NA,NA,NA,"Tourism"
"1618","宜昌市",2017,"湖北省",1,280037200,10,10,10,10,0,90,0,19.4504330094517,1,49,0,0,12,11.4073204749865,5.97635090929793,14.9142541713423,420500,"污水处理","远安县城乡污水治理工程PPP项目",0,"bc8a186671544d5195cfaa67ba67dd08",30,"3",2800372000,2800372000,2800372000,0,21.7530181028028,21.7530181028028,0,21.7530181028028,"Environment"
"1619","东营市",2017,"山东省",1,754339600,NA,NA,NA,NA,NA,NA,NA,20.4413532224515,1,52,0,0,18,12.0077680375629,5.26269018890489,14.6124135172803,370500,"一级公路","山东省东营市广饶县广青路与石大路连接线工程PPP项目",0,"c85e2e8262f94efba04d782b64e9c6f6",14,"1",NA,NA,NA,NA,NA,NA,NA,NA,"Public Transportation"
"1620","日照市",2017,"山东省",1,203965800,10,0,100,100,0,0,100,19.1334628906953,1,50,0,0,21,11.0406312142531,5.7037824746562,14.0680575596477,371100,"综合治理","日照市岚山区龙王河综合治理二期工程PPP项目",0,"ee4f3be222fb4fa2bf370828ab8cb8f9",11,"3",20396580000,0,20396580000,20396580000,23.7386330767324,23.7386330767324,23.7386330767324,0,"City Management"
"1621","毕节市",2016,"贵州省",4,525664400,14.03,14.03,100,100,0,0,85.98,20.0801735442651,4,46,0,0,18,10.0091980069582,6.8070505748605,13.8889264335315,520500,"医院","毕节市第二人民医院建设 PPP 项目",0,"feb3bfccb4994534952866129b50a15a",12,"3",52566440000,7375071532,52566440000,45196625112,24.6853437302722,24.6853437302722,24.5342882553554,22.7213714385151,"Health"
"1622","濮阳市",2017,"河南省",1,544870000,NA,NA,NA,NA,NA,NA,NA,20.1160577920641,1,54,0,0,18,10.5981086463521,6.07073772800249,13.4892622781236,410900,"旅游配套设施","濮阳县历史文化街区风貌提升项目",0,"0c52ad8f8c7e44c68031c970d52fe7b6",15,"1",NA,NA,NA,NA,NA,NA,NA,NA,"Tourism"
"1623","唐山市",2017,"河北省",3,78267800,0,0,0,0,0,0,0,18.1756468375541,3,52,0,0,18,11.3051507064113,6.63331843328038,15.0826550434775,130200,"引水","河北省唐山市遵化市般若院水库至工业园区引水工程PPP项目",0,"34f5ea743b6546b4ba0a37698e52c935",21,"2",0,0,0,0,0,0,0,0,"Water Conservancy"
"1624","昭通市",2017,"云南省",1,458727200,15.58,15.73,15.58,15.73,0.15,68.5,0,19.9439662558255,1,43,0,0,21,9.5496656775798,6.4118182677099,13.3013543941018,530600,"供水","云南省昭通市巧家县县城第三水厂供水工程PPP项目",0,"59559f74cb3848b8a3d32abdaa3d5f78",17,"3",7146969776,7215778856,7215778856,0,22.689954296408,22.6995359730342,0,22.6995359730342,"Water Conservancy"
"1625","邢台市",2016,"河北省",1,7.5e+07,NA,NA,NA,NA,NA,NA,NA,18.1329986715006,1,47,0,0,18,10.0964192884421,6.65979379472529,14.3836986414181,130500,"普通高中","河北省邢台市内丘县河北内丘中学教学综合楼改扩建PPP项目",0,"6ab65c1073854636b0dfab294a15fb45",12,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Education"
"1626","烟台市",2017,"山东省",1,562871100,NA,NA,NA,NA,NA,NA,NA,20.1485612078478,1,49,1,0,18,11.4966741243842,6.48463523563525,15.5683784598646,370600,"管网","山东省烟台市莱州市文化街、文昌路地下综合管廊及附属设施项目",0,"73bdd7e43dee400097101196d8df1d8a",20,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Energy"
"1627","省直辖县级行政单位",2017,"河南省",NA,337138300,0,0,0,0,0,100,0,19.6360037898881,NA,NA,NA,NA,12,NA,NA,NA,419000,"垃圾处理","济源市生活垃圾无害化处理场一期封场及生活垃圾焚烧发电配套转存场工程",NA,"031ae3d64e8741f59b1db761ccc6bc5d",20,"1",0,0,0,0,0,0,0,0,"Environment"
"1628","金华市",2017,"浙江省",4,81580000,NA,NA,NA,NA,NA,NA,NA,18.2170946918537,4,53,0,0,18,11.1148033311173,6.17586727010576,15.0337986084705,330700,"污水处理","东阳市污水处理有限公司四期工程",0,"308693c08c8d41c0a11a96c6436d5d2b",25,"2",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
"1629","唐山市",2017,"河北省",3,136160000,10,55.17,55.17,55.17,0,0,0,18.7293412227893,3,52,0,0,18,11.3051507064113,6.63331843328038,15.0826550434775,130200,"市政道路","河北省唐山市玉田县城区路网改造提升一期工程",0,"f188ec4275364116898a3860fd2ace9c",11,"1",7511947200,7511947200,7511947200,0,22.7397605502068,22.7397605502068,0,22.7397605502068,"Public Transportation"
"1630","黄山市",2017,"安徽省",3,1759310000,1.37,1.37,1.37,1.37,0,24.73,0,21.288187523672,3,51,0,0,12,10.643160430533,4.99721227376411,13.5383700606882,341000,"旅游配套设施","安徽省黄山市黄山区东黄山国际小镇基础设施项目",0,"1a3e3ea9883e4af09c69ff4ce1f1d6a0",23,"3",2410254700,2410254700,2410254700,0,21.6029982639269,21.6029982639269,0,21.6029982639269,"Tourism"
"1631","长春市",2015,"吉林省",4,94330000,0,0,0,0,0,0,0,18.362309830626,4,54,0,0,21,11.1688987651115,6.62618780753021,5.98475433389972,220100,"市政道路","吉林省长春市农安县宝塔街道路改造PPP项目",0,"3d5a4db71596479cabb488184f4c11aa",16,"1",0,0,0,0,0,0,0,0,"Public Transportation"
"1632","濮阳市",2016,"河南省",3,738670000,NA,NA,NA,NA,NA,NA,NA,20.4203618297885,3,49,0,0,18,10.5143937777122,6.06148022867965,13.5797743002956,410900,"综合治理","濮阳县金堤河水生态综合治理项目",0,"609430d363724dc0b6a7aba12314c050",15,"1",NA,NA,NA,NA,NA,NA,NA,NA,"City Management"
"1633","宿迁市",2017,"江苏省",5,4.3e+08,3.85,0,0,0,0,34.62,0,19.8792957666519,5,49,0,0,18,10.7854145569823,6.383506634884,14.6829471236209,321300,"综合治理","泗阳县城市基础设施一期建设PPP项目",0,"b85bcf09b5a042a0ae04be85655189df",12,"1",0,0,0,0,0,0,0,0,"City Management"
"1634","邯郸市",2017,"河北省",1,358970000,NA,NA,NA,NA,NA,NA,NA,19.6987493775012,1,49,0,0,12,10.4706462496423,6.96129604591017,14.5309171493763,130400,"其他","河北省邯郸市肥乡区2017年美丽乡村工程PPP项目",1,"ed50044d0be84106beb16daf31045532",11,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Others"
"1635","吴忠市",2017,"宁夏回族自治区",3,1045720000,9.56,0,9.56,9.56,0,14.35,9.56,20.7679714803303,3,52,0,1,18,10.374709189709,4.95582705760126,12.95914773467,640300,"综合治理","宁夏吴忠市清水沟、南干沟水环境综合治理PPP项目",0,"4a97879de68843f18dc64364473b550c",20,"3",9997083200,0,9997083200,9997083200,23.0255592074936,23.0255592074936,23.0255592074936,0,"City Management"
"1636","湖州市",2017,"浙江省",1,1.22e+08,NA,NA,NA,NA,NA,NA,NA,18.6195316026975,1,50,0,0,12,11.252988252827,5.57972982598622,14.5630474341099,330500,"其他","浙江省湖州市德清县城东邻里中心工程PPP项目",0,"7adf7294fb82493ab824b7d07e1147f5",17,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Others"
"1637","宁德市",2017,"福建省",1,3.5e+08,NA,NA,NA,NA,NA,NA,NA,19.6734437124477,1,49,0,0,18,10.9394794792226,5.8636311755981,13.8251945167099,350900,"其他","福建省福鼎市城市综合改造提升“新绿亮洁”行动PPP项目",1,"9ffc51ef650e4e728800ec240d8475a4",15,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Housing"
"1638","长治市",2016,"山西省",1,158448800,NA,NA,NA,NA,NA,NA,NA,18.8809420707055,1,52,0,0,21,10.4639315688243,5.81963772740667,13.7792095782379,140400,"市政道路","山西省长治市长治县长治县市政道路建设PPP项目",1,"c60cfafe2bfd44eca41737ad93470654",10,"1",NA,NA,NA,NA,NA,NA,NA,NA,"Public Transportation"
"1639","赣州市",2017,"江西省",1,910330800,4.75,0,4.75,4.75,0,0,4.75,20.6293186079026,1,54,0,0,12,10.1566169993406,6.87832646829133,14.7041439267152,360700,"其他","信丰文教园PPP建设项目",0,"c2aabe86f42d4e2cbed520407d8091b7",16,"1",4324071300,0,4324071300,4324071300,22.1874632261804,22.1874632261804,22.1874632261804,0,"Constrcution"
"1640","荆门市",2016,"湖北省",4,1.7e+08,NA,NA,NA,NA,NA,NA,NA,18.9513089950145,4,50,1,0,18,10.77895628989,5.70074453144275,13.5976890693171,420800,"市政道路","荆门市高新区·掇刀区崇仁路、丰安路道路工程",0,"cc41d378e57c4453b77871b599dbbacc",10,"1",NA,NA,NA,NA,NA,NA,NA,NA,"Public Transportation"
"1641","吉安市",2017,"江西省",NA,931630600,NA,NA,NA,NA,NA,NA,NA,20.6524469421503,NA,NA,NA,NA,12,10.3013236334798,6.28226674689601,14.266724384334,360800,"市政道路","江西省吉安市永新县建成区市政公用建设PPP项目",NA,"d3f0ed0bc2124393bb00b64a865b8d5a",10,"1",NA,NA,NA,NA,NA,NA,NA,NA,"Public Transportation"
"1642","上饶市",2017,"江西省",NA,1331278900,NA,NA,NA,NA,NA,NA,NA,21.0094058961066,NA,NA,NA,NA,12,10.2034439858633,6.66185474054531,14.6376870745833,361100,"综合治理","江西省万年县城市生态综合治理工程PPP项目",NA,"de65eedd106e46cb906a3b2c53222ff9",30,"3",NA,NA,NA,NA,NA,NA,NA,NA,"City Management"
"1643","朝阳市",2016,"辽宁省",4,1127543100,NA,NA,NA,NA,NA,NA,NA,20.8433068547746,4,53,0,0,21,10.2699345936236,5.83158917914386,13.2128144983525,211300,"其他","朝阳（台州）汽车零部件产业园区基础配套设施建设PPP项目",0,"364c7033979c4976b3363c0f553edc1e",12,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Constrcution"
"1644","龙岩市",2017,"福建省",1,240659000,NA,NA,NA,NA,NA,NA,NA,19.2988915517259,1,55,0,0,18,11.1893260173316,5.74939298590825,14.0886960610633,350800,"智慧城市","长汀（原中央苏区）智能运营中心PPP项目",1,"33dffb9b318f4f59bd7161f664874388",15,"1",NA,NA,NA,NA,NA,NA,NA,NA,"Science & Technology"
"1645","嘉兴市",2017,"浙江省",2,2396100000,2.5,37.5,2.5,37.5,35,12.5,0,21.5971082525557,2,47,0,0,18,11.3381910528637,5.8636311755981,15.1711758518133,330400,"保障性住房","嘉善县保障性安居工程及绿化公园PPP项目",0,"51f7b44800184957affe6dc08e7fc835",15,"1",5990250000,89853750000,89853750000,0,22.5133989845968,25.2214491855432,0,25.2214491855432,"Housing"
"1646","保定市",2017,"河北省",1,923740000,NA,NA,NA,NA,NA,NA,NA,20.6439412047283,1,55,0,0,18,10.3086859584157,7.09589322109753,14.6913950422168,130600,"防洪","河北省保定市唐县通天河综合整治PPP项目",1,"62ab420e501c4a71bc57ed6e0db71d14",15,"1",NA,NA,NA,NA,NA,NA,NA,NA,"Water Conservancy"
"1647","南通市",2017,"江苏省",2,3799840000,75,0,75,75,0,0,75,22.0582247975291,2,53,1,0,18,11.4371453262942,6.64248680136726,15.5907679470928,320600,"园区开发","江苏省如东沿海经济开发区洋口新城开发建设PPP项目",0,"810e4a63088145689eabf6f6b85b62de",10,"3",2.84988e+11,0,2.84988e+11,2.84988e+11,26.375712911069,26.375712911069,26.375712911069,0,"Constrcution"
"1648","贵港市",2017,"广西壮族自治区",2,1.112e+09,NA,NA,NA,NA,NA,NA,NA,20.8294260327748,2,50,0,1,18,10.0091980069582,6.31896811374643,13.0735806132075,450800,"旅游配套设施","广西贵港市覃塘区全域旅游PPP项目",1,"9d753bd24bf144f0b749904d3c9d6e21",15,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Tourism"
"1649","秦皇岛市",2017,"河北省",3,231265000,0,0,0,0,0,100,0,19.259074797118,3,54,0,0,12,11.2085040685141,5.6970934865054,13.964002112247,130300,"污水处理","河北省秦皇岛市昌黎县中心城区污水处理厂PPP项目",0,"99097bc02333447a8fe5c477420272ef",30,"1",0,0,0,0,0,0,0,0,"Environment"
"1650","河池市",2017,"广西壮族自治区",2,2023495600,NA,NA,NA,NA,NA,NA,NA,21.4280923478276,2,54,0,1,18,9.84384369960861,6.06145691892802,12.7176499866858,451200,"二级公路","广西壮族自治区河池市都安瑶族自治县东兰至都安大兴（都安段）二级公路等3条公路PPP项目",1,"a95bbc5ee71e49bbb0bbc8f092febc90",15,"1",NA,NA,NA,NA,NA,NA,NA,NA,"Public Transportation"
"1651","运城市",2016,"山西省",1,38347100,NA,NA,NA,NA,NA,NA,NA,17.4621894636223,1,53,0,0,21,10.0125213135603,6.23480280570771,13.240965632964,140800,"污水处理","山西省运城市新绛县煤化产业循环经济示范园区污水处理厂PPP项目",0,"ade65761620e4aa4a2fd2a626a9937cb",25,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
"1652","萍乡市",2016,"江西省",3,1539232700,NA,NA,NA,NA,NA,NA,NA,21.1545498824525,3,48,0,0,21,10.781723291541,5.28998272975798,13.8743962569657,360300,"体育","江西省萍乡市奥体中心",0,"c33dcf751a594da6b3a46993a3748934",18,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Sports"
"1653","萍乡市",2017,"江西省",1,134143400,1.5,94,1.5,95.5,94,1,1.5,18.7144199349674,1,54,0,0,12,10.8653250993663,5.29831736654804,13.8689811802521,360300,"水库","萍乡市城区河道综合治理PPP项目",1,"c5ce8d432b5e4715aad198b5e41b2738",15,"1",201215100,12609479600,12810694700,201215100,19.1198850480454,23.2735461825321,19.1198850480454,23.2577147173167,"Water Conservancy"
"1654","汕头市",2016,"广东省",1,237025600,NA,NA,NA,NA,NA,NA,NA,19.2836787101436,1,46,0,0,18,10.4262022206945,6.3107542923057,14.0875311268189,440500,"污水处理","广东省汕头市潮南区峡山大溪流域截污工程项目",1,"c9106b9c2948440bbc68479ee5ab1f02",25,"1",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
"1655","嘉兴市",2017,"浙江省",2,1127360000,NA,NA,NA,NA,NA,NA,NA,20.8431444531171,2,47,0,0,18,11.3381910528637,5.8636311755981,15.1711758518133,330400,"其他","嘉兴市北部湖荡整治及河湖连通工程（秀洲片）",0,"589cff15343a43298983ed00b665354b",14,"1",NA,NA,NA,NA,NA,NA,NA,NA,"Others"
"1656","衢州市",2017,"浙江省",1,317840000,NA,NA,NA,NA,NA,NA,NA,19.5770586694706,1,49,0,0,18,10.9730314187069,5.54907608489522,13.8407425372654,330800,"文化场馆","江山市文化艺术中心二期工程PPP项目",0,"6838b5d1bb794ce39a0a4aee77f2abbf",15,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Culture"
"1657","青岛市",2017,"山东省",1,365220000,NA,NA,NA,NA,NA,NA,NA,19.7160104696982,1,52,0,0,21,11.6028301522978,6.67329796776765,16.2134333758378,370200,"医院","山东省青岛市眼科医院红岛扩建工程",0,"8315bc6711354644a49ec246a7bf3bcf",13,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Health"
"1658","广州市",2016,"广东省",1,1727580000,NA,NA,NA,NA,NA,NA,NA,21.2699874222299,1,53,0,0,12,11.8217915630891,6.75015365147862,16.4178106860596,440100,"园区开发","琶洲互联网创新集聚区及会展物流轮候区项目",0,"91ec1114ad6941ed814967a1c134bb1f",30,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Constrcution"
"1659","吉安市",2017,"江西省",NA,2008230000,NA,NA,NA,NA,NA,NA,NA,21.4205195740491,NA,NA,NA,NA,12,10.3013236334798,6.28226674689601,14.266724384334,360800,"综合治理","江西省吉水县赣江流域吉水段水生态综合治理工程PPP项目",NA,"a29524ecac2c48378b7ed80166db2363",30,"3",NA,NA,NA,NA,NA,NA,NA,NA,"City Management"
"1660","焦作市",2017,"河南省",2,929269400,0,0,0,0,0,0,0,20.6499092439751,2,50,0,0,21,10.988389617471,5.92425579741453,14.0320499497444,410800,"其他","沁阳市产业集聚区双创基地及配套设施建设PPP项目",0,"fd637134ee62487aa3b0792cf5ffc716",18,"3",0,0,0,0,0,0,0,0,"Constrcution"
"1661","西安市",2017,"陕西省",2,115414800,NA,NA,NA,NA,NA,NA,NA,18.5640431533817,2,54,0,0,18,11.1754507260114,6.71538338633468,15.6734720077638,610100,"综合治理","碑林区生活垃圾清运及公厕运营管理项目",0,"c43142593fc6449a9d1464b59f9666a3",14,"3",NA,NA,NA,NA,NA,NA,NA,NA,"City Management"
"1662","钦州市",2017,"广西壮族自治区",1,119920000,10,0,10,10,0,71.5,10,18.6023354117586,1,52,0,0,18,10.4388106479025,6.0137151560428,13.1125231204928,450700,"污水处理","广西钦州市灵山县临港产业园、循环经济产业园污水处理厂工程PPP项目",1,"b88fd82ef092482a8bb69561e73c28dc",15,"3",1199200000,0,1199200000,1199200000,20.9049205055866,20.9049205055866,20.9049205055866,0,"Environment"
"1663","亳州市",2017,"安徽省",2,2352372100,NA,NA,NA,NA,NA,NA,NA,21.5786900602519,2,51,0,0,18,NA,NA,NA,341600,"一级公路","安徽省亳州市蒙城县G237及S305蒙城绕城段一级公路改建工程PPP项目",0,"bcbd14128d454683804a2d1947b6c3d0",15,"1",NA,NA,NA,NA,NA,NA,NA,NA,"Public Transportation"
"1664","安阳市",2017,"河南省",2,1744167700,NA,NA,NA,NA,NA,NA,NA,21.2795433160672,2,50,0,0,12,10.5866601519489,6.4393503711001,13.9763309457565,410500,"综合治理","安阳县（示范区）生态走廊PPP项目",0,"c27f3cb530b1484e9827fec85cef0648",17,"1",NA,NA,NA,NA,NA,NA,NA,NA,"City Management"
"1665","徐州市",2017,"江苏省",2,1.43e+09,NA,NA,NA,NA,NA,NA,NA,21.0809402812182,2,55,0,0,16,11.1101317854172,6.94793706861497,15.4565634097676,320300,"城镇化建设","新沂市草桥镇生态养老小城市建设PPP项目",0,"c312737da0e54bbfb49d96fabc8ff193",15,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Constrcution"
"1666","长春市",2017,"吉林省",1,673430000,0,0,7.42,7.42,0,0,7.42,20.3278946137435,1,54,0,0,18,11.2826817671657,6.62406522779989,15.2397876065845,220100,"市政道路","吉林省长春市绿园区“三区”基础设施建设PPP项目",0,"be83b8baad17448881364eb5103f1452",15,"1",4996850600,0,4996850600,4996850600,22.3320736711229,22.3320736711229,22.3320736711229,0,"Public Transportation"
"1667","驻马店市",2017,"河南省",3,318275000,NA,NA,NA,NA,NA,NA,NA,19.578426346912,3,52,0,0,18,10.2507937464708,6.85540879860993,13.8679720697201,411700,"园区开发","平舆县中原生态皮革转型发展示范园区建设项目",0,"c4b0ef3bb1cd44909c0553d44743cfa0",20,"1",NA,NA,NA,NA,NA,NA,NA,NA,"Constrcution"
"1668","普洱市",2017,"云南省",1,1939013600,NA,NA,NA,NA,NA,NA,NA,21.385445227107,1,54,0,0,18,9.98437605626947,5.52545293913178,13.1235187097508,530800,"其他","云南省普洱市景谷县村组公路建设工程PPP项目",0,"cc0c3c9be2354acaaba631b75e906183",18,"1",NA,NA,NA,NA,NA,NA,NA,NA,"Constrcution"
"1669","二师",2017,"新疆生产建设兵团",NA,647312800,NA,NA,NA,NA,NA,NA,NA,20.2883401977679,NA,NA,NA,NA,12,NA,NA,NA,660200,"其他","二师铁门关市铁门关市双丰工业园区基础设施建设PPP项目",NA,"d2fb0bb3c3524605948e1e789ace5361",12,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Constrcution"
"1670","曲靖市",2017,"云南省",1,100980000,20,20,20,20,0,0,0,18.430433035395,1,50,0,0,18,10.2841817116524,6.48157712927643,14.0490566151129,530300,"其他","云南省曲靖市马龙县马龙工业园区配套基础设施建设PPP项目",0,"e111e60a4e5749fa9e0a525a47613d50",11,"1",2019600000,2019600000,2019600000,0,21.4261653094442,21.4261653094442,0,21.4261653094442,"Constrcution"
"1671","博尔塔拉蒙古自治州",2016,"新疆维吾尔自治区",9,2e+08,0,0,6.5,6.5,0,0,6.5,19.1138279245123,9,60,0,1,12,NA,NA,NA,652700,"其他","博州五台园区给排水工程PPP项目",0,"e129f92eb4834cb1be64408bb2a10785",18,"3",1.3e+09,0,1.3e+09,1.3e+09,20.9856301021831,20.9856301021831,20.9856301021831,0,"Water Conservancy"
"1672","崇左市",2016,"广西壮族自治区",4,1522360000,3.25,3.25,3.25,3.25,0,26.73,0,21.1435275992973,4,45,0,0,21,10.4149629651436,5.51664936086502,13.1246866764538,451400,"园区开发","广西崇左市凭祥边境经济合作区友谊关园区-宁明县工业集中区基础设施一期工程PPP项目（凭祥部分）",1,"da995ee370204c6cac46620bb7c7c975",15,"3",4947670000,4947670000,4947670000,0,22.3221825958411,22.3221825958411,0,22.3221825958411,"Constrcution"
"1673","铜川市",2017,"陕西省",3,222407200,41.84,41.84,41.84,41.84,0,58.16,0,19.2200204939174,3,55,0,0,16,10.5133346425734,4.43081679884331,12.2787281347697,610200,"其他","王家河工业园区“双创”基地建设项目",0,"e34a3d7bcfd44dca937a1766d63cabf7",15,"3",9305517248,9305517248,9305517248,0,22.9538733137815,22.9538733137815,0,22.9538733137815,"Constrcution"
"1674","渭南市",2017,"陕西省",3,932010000,8.3,7.68,7.68,7.68,0,55.38,0,20.652854102206,3,52,0,0,21,10.2307388351014,6.32256523992728,13.3953327468894,610500,"市政道路","陕西省渭南市富平县城区市政道路建设工程PPP项目",0,"efe0ac0b92af4a158bc641d023e4d859",12,"3",7157836800,7157836800,7157836800,0,22.6914736495053,22.6914736495053,0,22.6914736495053,"Public Transportation"
"1675","铜川市",2017,"陕西省",3,183221400,0,0,85,85,0,0,85,19.0262058156094,3,55,0,0,16,10.5133346425734,4.43081679884331,12.2787281347697,610200,"综合治理","陕西省铜川市漆水河川口-博物馆段河道综合整治及周边区域生态修复项目",0,"fccc4d72ccc548b1b215630a7d2ed611",14,"1",15573819000,0,15573819000,15573819000,23.4688570721639,23.4688570721639,23.4688570721639,0,"City Management"
"1676","安阳市",2016,"河南省",1,67323300,NA,NA,NA,NA,NA,NA,NA,18.0250169456933,1,49,0,0,12,10.5140137044077,6.42559809356383,13.90757365351,410500,"公园","安阳市文峰区文峰综合公园2",0,"f7070eeb3ffe48ca8cf3c7d911954cd3",11,"1",NA,NA,NA,NA,NA,NA,NA,NA,"Tourism"
"1677","铜川市",2017,"陕西省",3,527682100,NA,NA,NA,NA,NA,NA,NA,20.0840045770122,3,55,0,0,16,10.5133346425734,4.43081679884331,12.2787281347697,610200,"综合治理","陕西省铜川市耀州区山水林田湖沮河上游生态保护修复及景观提升项目",0,"b90a8c6e9fcb4ea7b5ec87e7e444c7bd",22,"1",NA,NA,NA,NA,NA,NA,NA,NA,"City Management"
"1678","九江市",2017,"江西省",1,503840000,10,10,10,10,0,90,0,20.037769315317,1,54,0,0,18,10.6767851272789,6.25382881157547,14.7730169348682,360400,"垃圾处理","江西省九江市湖口县城乡生活垃圾第三方治理PPP项目",0,"bf4e9e87c6c346a1b2122f5faadd5509",15,"1",5038400000,5038400000,5038400000,0,22.3403544085095,22.3403544085095,0,22.3403544085095,"Environment"
"1679","黄冈市",2017,"湖北省",1,1443596200,7.71,7.71,7.71,7.71,0,69.46,0,21.0904031984213,1,48,0,0,18,10.2173124050891,6.61606518513282,13.9938609066054,421100,"市政道路","武穴市武山湖环湖公路、环湖游车赛道和园林景观工程",0,"bdb12337885e4e46983e1666a7ab8a31",14,"3",11130126702,11130126702,11130126702,0,23.1329213860864,23.1329213860864,0,23.1329213860864,"Public Transportation"
"1680","市辖区",2017,"天津市",NA,1091345800,0,0,67.01,67.01,0,0,67.01,20.8106774504974,NA,NA,NA,NA,12,NA,NA,NA,120100,"供水","天津市宝坻区2017年农村村内供水管网建设PPP项目",NA,"bddff8ad8e7b4c64a5df5ed8e1eab295",20,"3",73131082058,0,73131082058,73131082058,25.0155193124961,25.0155193124961,25.0155193124961,0,"Water Conservancy"
"1681","抚州市",2017,"江西省",1,295874500,NA,NA,NA,NA,NA,NA,NA,19.5054459358942,1,50,0,0,16,10.3175489398696,5.99396142730657,14.0208990163524,361000,"市政道路","临川区才都工业区东一环道路、工业大道东段道路建设工程和才子大桥新建工程PPP项目",0,"be71e71abe784a34aa8b08b97e7beddf",12,"1",NA,NA,NA,NA,NA,NA,NA,NA,"Public Transportation"
"1682","唐山市",2017,"河北省",3,761043000,NA,NA,NA,NA,NA,NA,NA,20.4502004188288,3,52,0,0,18,11.3051507064113,6.63331843328038,15.0826550434775,130200,"旅游配套设施","河北省唐山市迁西县全域旅游基础设施PPP项目（一期工程）",0,"c05319ffb02e48f6856a4865f36ec7c8",12,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Tourism"
