"","pref","year","prov","mayor_term","invest","state_share","soe_share","local_share","local_soe_share","nonlocal_soe_share","nonlocal_nonsoe_share","local_nonsoe_share","invest_l","mayor_term1","mayor_age","gender_fem.y","ethnicity.y","edu_onjob.y","lgdp_pc","lpopul","lfiscal","distCity","industryOptionalName","projName","first_con_mayor","projRid","cooperationTerm","returnMode","local_size","soe_size","local_soe_size","local_nonsoe_size","local_size_l","local_soe_size_l","local_nonsoe_size_l","soe_size_l","type"
"1","衡阳市",2017,"湖南省",1,1025330000,NA,NA,NA,NA,NA,NA,NA,20.7482803489411,1,49,0,0,21,10.5718296141771,6.68336094576627,14.5317383207843,430400,"停车场","衡阳市城区智慧停车管理系统和公共停车场建设PPP项目",0,"a9a70cbc12d44502a98d99d484fbf487",30,"2",NA,NA,NA,NA,NA,NA,NA,NA,"Public Transportation"
"2","清远市",2016,"广东省",2,342175800,NA,NA,NA,NA,NA,NA,NA,19.6508351980438,2,56,0,0,18,10.416071629317,6.03670078450666,13.8959885555008,441800,"污水处理","连山壮族瑶族自治县PPP模式整县推进 村镇污水处理设施建设项目",0,"e315cd3639134f52af4930e1c87573e8",30,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
"3","保定市",2017,"河北省",1,4.5e+07,NA,NA,NA,NA,NA,NA,NA,17.6221730477346,1,55,0,0,18,10.3086859584157,7.09589322109753,14.6913950422168,130600,"污水处理","河北省保定市蠡县留史镇污水处理厂提升配套管网及中水回用工程PPP项目",1,"ba824c2c8a584e8cb351ea9dfeb10f23",26,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
"4","汕头市",2017,"广东省",2,558780000,NA,NA,NA,NA,NA,NA,NA,20.1412663937259,2,47,0,0,18,10.5291585679712,6.3261494731551,14.1310028173419,440500,"污水处理","汕头市西区污水处理厂及配套管网PPP项目",1,"a9cf2205cbc1486cae60eb4d023f9552",32,"1",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
"5","兰州市",2017,"甘肃省",1,2562220000,NA,NA,NA,NA,NA,NA,NA,21.664139907148,1,57,0,0,18,11.0220168410446,5.78074351579233,14.5832056853035,620100,"污水处理","兰州七里河安宁污水处理厂改扩建工程PPP项目",0,"de6d6c2e32a14bacab4c5c4163f6d6ca",15,"1",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
"6","湛江市",2017,"广东省",1,2205160000,NA,NA,NA,NA,NA,NA,NA,21.514065905571,1,53,0,0,18,10.4804379386936,6.72743172485086,13.9371749403286,440800,"综合治理","广东省湛江市廉江市生活污水处理设施整市捆绑PPP项目",1,"8b8ccc05f564481b9bae8c3b72fce666",30,"1",NA,NA,NA,NA,NA,NA,NA,NA,"City Management"
"7","榆林市",2017,"陕西省",1,83750100,NA,NA,NA,NA,NA,NA,NA,18.2433479226986,1,49,0,0,21,11.3115923279199,5.94542060860658,14.6600646576804,610800,"综合治理","神木市大保当镇污水综合利用PPP项目",0,"aeb491a5292a4b0bae112a9b1cdb0477",30,"3",NA,NA,NA,NA,NA,NA,NA,NA,"City Management"
"8","十二师",2015,"新疆生产建设兵团",NA,71080000,32.52,0,0,0,0,100,0,18.0793165612507,NA,NA,NA,NA,12,NA,NA,NA,661200,"污水处理","兵团十二师三坪新区排水工程项目",NA,"0a2738c445ce4a24bb5222d4f3ec9d17",16,"1",0,0,0,0,0,0,0,0,"Environment"
"9","常德市",2017,"湖南省",5,409259400,NA,NA,NA,NA,NA,NA,NA,19.8298597427972,5,51,0,0,12,10.8305797381041,6.4150969591716,14.2677326536273,430700,"污水处理","湖南省常德市污水净化中心扩容工程PPP项目",0,"a0a147e88ed64830a03442893c4fc7a5",20,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
"10","毕节市",2017,"贵州省",1,1210555000,NA,NA,NA,NA,NA,NA,NA,20.9143447690806,1,55,0,0,12,10.108222704167,6.82110747225646,13.9344902107221,520500,"污水处理","贵州省毕节市七星关区农村污水治理PPP项目",0,"adfafd3f3b9240498d72511f1d98a2be",17,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
"11","省直辖行政单位",2017,"海南省",NA,537635900,NA,NA,NA,NA,NA,NA,NA,20.1026921232175,NA,NA,NA,NA,12,NA,NA,NA,460900,"垃圾处理","陵水黎族自治县生活垃圾焚烧发电暨餐厨废弃物协同处理项目",NA,"042d652573834e40862cec6bd64f67f1",30,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
"12","忻州市",2017,"山西省",6,150470000,NA,NA,NA,NA,NA,NA,NA,18.8292742867351,6,50,0,0,18,10.0321885475519,5.73009978297357,13.4479580963246,140900,"其他","山西省原平市忻州市污泥处置PPP项目",0,"22582bb4cf324487bdc0a67654c58acb",30,"2",NA,NA,NA,NA,NA,NA,NA,NA,"Others"
"13","江门市",2017,"广东省",1,2.4e+08,NA,NA,NA,NA,NA,NA,NA,19.2961494813063,1,54,0,0,18,10.8850790149924,5.97635090929793,14.5293149025606,440700,"医院","江门市人民医院综合大楼PPP项目",1,"b530ce15c8104f56b1685ee4702c2f99",21,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Health"
"14","常州市",2016,"江苏省",4,6.71e+08,NA,NA,NA,NA,NA,NA,NA,20.324279694936,4,45,0,0,18,11.6282254203328,5.91579766818257,15.3551266840278,320400,"市政道路","新北区2015-2016年重点基础设施三期项目紫金山路（沪蓉高速—S338）工程",0,"e815ba8950f942aaa28d50ee4f90f4b8",10,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Public Transportation"
"15",NA,2017,"陕西省",NA,1.23e+10,NA,NA,NA,NA,NA,NA,NA,23.2328650993248,NA,NA,NA,NA,12,NA,NA,NA,NA,"高速公路","陕西省眉县至太白公路PPP项目",NA,"37f1b0f72fbf447a91ede8aa83cbedba",34,"2",NA,NA,NA,NA,NA,NA,NA,NA,"Public Transportation"
"16","永州市",2017,"湖南省",2,50550000,NA,NA,NA,NA,NA,NA,NA,17.7384735034308,2,57,0,0,18,10.2661843287934,6.46925031679577,13.8406869559506,431100,"垃圾处理","新田县县域农村生活垃圾治理PPP项目",0,"6a084919a7664342bb2eae632f45d763",29,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
"17","大理白族自治州",2017,"云南省",1,16512370000,NA,NA,NA,NA,NA,NA,NA,23.5273756339402,1,54,0,1,18,NA,NA,NA,532900,"高速公路","云南省大理州鹤庆至剑川至兰坪高速公路PPP项目",0,"b6d0777a47ff4d228e7164f10e190a7a",34,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Public Transportation"
"18","张家口市",2017,"河北省",1,97775700,NA,NA,NA,NA,NA,NA,NA,18.3981866378745,1,48,0,0,18,10.4085566391897,6.1527326947041,14.1640313469596,130700,"垃圾处理","河北省张家口市餐厨垃圾处理PPP项目",1,"62a820059d964e569169edd17a75cc19",30,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
"19","六盘水市",2017,"贵州省",1,990020000,NA,NA,NA,NA,NA,NA,NA,20.7132357029091,1,45,0,0,12,10.7216140356231,5.82894561761021,14.1058318944925,520200,"义务教育","六盘水市钟山区基础教育建设工程（一期）PPP项目",0,"af7b2705c7f94664bf390f1110b62422",28,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Education"
"20","商洛市",2017,"陕西省",1,3656330000,NA,NA,NA,NA,NA,NA,NA,22.0197257490469,1,51,0,0,18,10.2946508759334,5.53338948872752,12.4976483778405,611000,"污水处理","陕西省商洛市全域污水处理PPP项目",1,"1737e17b7ad24f829cf714a1090831d8",27,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
"21",NA,2017,"安徽省",NA,7622320000,NA,NA,NA,NA,NA,NA,NA,22.7543466222481,NA,NA,NA,NA,12,NA,NA,NA,NA,"高速公路","安徽省沪陕（沪蓉）国家高速公路安徽省合肥至大顾店段改扩建工程政府和社会资本合作（PPP）项目",NA,"6ab6bcf5131546df8110bdb69014e57f",33,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Public Transportation"
"22",NA,2017,"安徽省",NA,5628860000,NA,NA,NA,NA,NA,NA,NA,22.4511727719163,NA,NA,NA,NA,12,NA,NA,NA,NA,"高速公路","安徽省芜湖至合肥国家高速公路芜湖至林头段 改扩建工程政府和社会资本合作（PPP） 项目",NA,"07fef5f2c1ae415dada738194f25f0aa",33,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Public Transportation"
"23","德宏傣族景颇族自治州",2016,"云南省",5,401400000,NA,NA,NA,NA,NA,NA,NA,19.8104689943265,5,57,0,1,12,NA,NA,NA,533100,"水库","云南省德宏州芒市等薄水库工程PPP项目",0,"9299cc184a1e4994b852598a25033cd4",19,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Water Conservancy"
"24","永州市",2017,"湖南省",2,595648000,NA,NA,NA,NA,NA,NA,NA,20.2051604465275,2,57,0,0,18,10.2661843287934,6.46925031679577,13.8406869559506,431100,"污水处理","湖南省宁远县城乡污水治理PPP项目",0,"1655ba465a7848f0aefd2d0eb19f9e42",22,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
"25","大连市",2017,"辽宁省",3,48471600,NA,NA,NA,NA,NA,NA,NA,17.6964886173861,3,58,0,0,12,11.4872999173313,6.39024066706535,15.6269159428635,210200,"垃圾处理","大连市泉水生活垃圾压缩转运站工程BOT项目",0,"1088604cbdb348159d21b9e265272f40",21,"1",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
"26","西安市",2016,"陕西省",1,381210000,NA,NA,NA,NA,NA,NA,NA,19.7588609623488,1,53,0,0,18,11.1115220968167,6.70399760146776,15.6888274332846,610100,"供热","陕西省西安市莲湖区土门地区集中供热（冷）一期工程项目",0,"eb2abd1e9ded44bfb8f00c728a6feb4e",30,"2",NA,NA,NA,NA,NA,NA,NA,NA,"Energy"
"27","郴州市",2017,"湖南省",1,1040358100,NA,NA,NA,NA,NA,NA,NA,20.7628308177559,1,53,0,0,18,10.7513067055981,6.28226674689601,14.6722291889275,431000,"污水处理","湖南省郴州市临武县供排水和村镇污水治理及配套管网建设 PPP 项目",0,"fcab80d46a5f45c0ab9ca8139ee66a00",25,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
"28",NA,2016,"湖南省",NA,24735879200,NA,NA,NA,NA,NA,NA,NA,23.931520625769,NA,NA,NA,NA,12,NA,NA,NA,NA,"高速公路","湖南省上海至昆明国家高速公路醴陵至娄底段扩容工程PPP项目",NA,"fc37d8ac79ab419da4cae5ede6582cb2",34,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Public Transportation"
"29","承德市",2016,"河北省",2,122441400,NA,NA,NA,NA,NA,NA,NA,18.623143106148,2,54,1,0,18,10.5585433819734,5.94633641949023,13.7877754717413,130800,"体育","河北省承德市围场满族蒙古族自治县科教园区体育场馆设施建设PPP项目",0,"7cfb9e2164f24a03b60a5e624e581e2e",10,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Sports"
"30","德州市",2015,"山东省",3,1.98e+09,NA,NA,NA,NA,NA,NA,NA,21.4063626816529,3,51,0,0,12,10.7285617143407,6.36853018069445,5.14317586268339,371400,"其他","齐河县城市基础设施综合提升（高铁及博物馆）PPP项目",0,"b2cbf18ffe2e4320a78224c469c56b1c",20,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Others"
"31","莆田市",2017,"福建省",1,2997210000,NA,NA,NA,NA,NA,NA,NA,21.8209476928962,1,54,0,0,21,11.0558459582945,5.85793315448346,13.9615613794718,350300,"其他","福建省莆田LNG循环经济综合利用冰雪体育场馆PPP项目",1,"e31531fa95c04826a3d43fbc93c9a206",20,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Sports"
"32","江门市",2017,"广东省",1,5898600000,NA,NA,NA,NA,NA,NA,NA,22.4979808715652,1,54,0,0,18,10.8850790149924,5.97635090929793,14.5293149025606,440700,"园区开发","鹤山市珠西物流产业新城PPP项目",1,"ea1e5d1302454fd7ba282bad60cbcef0",30,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Constrcution"
"33","潍坊市",2017,"山东省",1,2264599500,NA,NA,NA,NA,NA,NA,NA,21.5406637590546,1,54,0,0,18,10.9899429109336,6.80350525760834,15.4671204013443,370700,"其他","寿光市弥河流域综合治理和地表水利用工程PPP项目",1,"eeb42460c2be434a98a32022534939c0",20,"3",NA,NA,NA,NA,NA,NA,NA,NA,"City Management"
"34","西安市",2017,"陕西省",2,1585700000,5,5,25.4,25.4,0,7.3,20.4,21.1842917871598,2,54,0,0,18,11.1754507260114,6.71538338633468,15.6734720077638,610100,"垃圾处理","西安市灞桥区生活垃圾无害化处理热电PPP项目",0,"13178cdc14864e3bbca91df7daeaae37",24,"3",40276780000,7928500000,40276780000,32348280000,24.4190409612091,24.4190409612091,24.1998266880409,22.79372969972,"Environment"
"35","大连市",2017,"辽宁省",3,139940000,NA,NA,NA,NA,NA,NA,NA,18.756724317282,3,58,0,0,12,11.4872999173313,6.39024066706535,15.6269159428635,210200,"污水处理","庄河市污水处理厂二期工程项目",0,"bcc919b592214b52b264f8b73c5d1287",20,"1",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
"36","阿克苏市",2017,"新疆维吾尔自治区",6,321279600,NA,NA,NA,NA,NA,NA,NA,19.5878223300069,6,49,0,1,18,NA,NA,NA,652900,"学前教育","阿瓦提县2017年农村双语幼儿园建设PPP项目",0,"2c8154fd558d4194bd8f2ac5905fd212",20,"1",NA,NA,NA,NA,NA,NA,NA,NA,"Education"
"37","邯郸市",2016,"河北省",2,14037084500,0,0,0,0,0,100,0,23.3649685572853,2,56,0,0,18,10.4178070655564,6.95625968804175,14.4606301585136,130400,"园区开发","河北省邯郸市丛台区邯郸丛台产业新城PPP项目",0,"cf79470c0d1c4b55a704fe284204dc70",30,"3",0,0,0,0,0,0,0,0,"Constrcution"
"38","毕节市",2017,"贵州省",1,1122025500,NA,NA,NA,NA,NA,NA,NA,20.8384013710614,1,55,0,0,12,10.108222704167,6.82110747225646,13.9344902107221,520500,"普通高中","贵州省大方县第一中学迁建及配套设施PPP项目.",0,"7b9ccad604f84805a58f45501a8b90ee",18,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Education"
"39","南通市",2015,"江苏省",5,190940000,NA,NA,NA,NA,NA,NA,NA,19.0674698005342,5,51,0,0,12,11.2574782226518,6.64326876413354,6.309921732766,320600,"垃圾处理","南通市区餐厨废弃物综合处置PPP项目",1,"2b197cacb1b54b8e9509cfe72e3eb034",26,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
"40","韶关市",2017,"广东省",1,468010000,NA,NA,NA,NA,NA,NA,NA,19.964000221175,1,52,0,0,18,10.6307462627248,5.8111409929767,13.6534938552707,440200,"垃圾处理","广东省韶关市循环经济环保园一期工程(垃圾焚烧发电)PPP项目",1,"9ccdd31e12354787a1ec192806101bfd",30,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
"41","红河哈尼族彝族自治州",2017,"云南省",1,637148900,30,69,30,99,69,1,30,20.272513938183,1,46,1,1,12,NA,NA,NA,532500,"引水","云南省红河州蒙自市东部水系河库连通工程-五里冲水库东西干渠节水改造及庄寨水库至碧色寨引水连通工程PPP项目",1,"ed8759b71af246c6bf07dd82dd8adc8d",30,"2",19114467000,43963274100,63077741100,19114467000,23.6737113198975,24.8676337883335,23.6737113198975,24.506620442803,"Water Conservancy"
"42","红河哈尼族彝族自治州",2017,"云南省",1,80664400,NA,NA,NA,NA,NA,NA,NA,18.2058078958845,1,46,1,1,12,NA,NA,NA,532500,"供水","云南省红河州蒙自市三镇四乡集中式供水工程政府和社会资本合作（PPP）项目",1,"5e598d5d94e144b994d8f35f23ccc68c",30,"2",NA,NA,NA,NA,NA,NA,NA,NA,"Water Conservancy"
"43","六盘水市",2017,"贵州省",1,2005460500,NA,NA,NA,NA,NA,NA,NA,21.419139547144,1,45,0,0,12,10.7216140356231,5.82894561761021,14.1058318944925,520200,"普通高中","贵州省六盘水市钟山区高中教育城PPP项目",0,"87b611af5bc8443f83f04f92e544b788",25,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Education"
"44","酒泉市",2017,"甘肃省",5,1080550000,NA,NA,NA,NA,NA,NA,NA,20.8007360077133,5,55,0,0,18,10.853619167579,4.71849887129509,12.7999159320148,620900,"一级公路","肃北至沙枣园一级公路PPP项目",0,"7c43ad9c185144359b9b206c23de4020",27,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Public Transportation"
"45","黔东南苗族侗族自治州",2017,"贵州省",2,255450000,NA,NA,NA,NA,NA,NA,NA,19.3585372537411,2,55,0,1,16,NA,NA,NA,522600,"医院","贵州省黔东南苗族侗族自治州从江县中医医院建设PPP项目",0,"ac53c07c805c44cbb012012f2457615d",15,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Health"
"46","衡阳市",2017,"湖南省",1,682376100,NA,NA,NA,NA,NA,NA,NA,20.3410915300817,1,49,0,0,21,10.5718296141771,6.68336094576627,14.5317383207843,430400,"医养结合","衡阳市乐宁医疗养老服务中心 PPP 项目",0,"2c67ade769444418bb1fcdec1cbfcd58",30,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Health"
"47","遵义市",2017,"贵州省",3,948890000,NA,NA,NA,NA,NA,NA,NA,20.6708034383702,3,50,0,0,21,10.56382741012,6.68710860786651,14.4440818833564,520300,"综合治理","遵义市湘江河综合治理PPP项目（一期）",0,"5813b033f5b54aefb2be54a15f2042e0",30,"3",NA,NA,NA,NA,NA,NA,NA,NA,"City Management"
"48","广州市",2017,"广东省",2,2695040000,NA,NA,NA,NA,NA,NA,NA,21.7146788834978,2,54,0,0,12,11.8631103942502,6.76849321164863,16.4500176939894,440100,"轨道交通","广东省广州市黄埔区有轨电车2号线（香雪-南岗）项目",0,"44dc928963d249b19049df5cca2c46e9",20,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Public Transportation"
"49","永州市",2017,"湖南省",2,221120000,NA,NA,NA,NA,NA,NA,NA,19.2142160985436,2,57,0,0,18,10.2661843287934,6.46925031679577,13.8406869559506,431100,"污水处理","湖南省永州市祁阳县12个建制镇污水处理厂PPP项目",0,"4a742235cc8748fcb959fec9333c72c6",30,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
"50","临夏回族自治州",2014,"甘肃省",2,2.2e+08,NA,NA,NA,NA,NA,NA,NA,19.2091381043166,2,50,0,1,18,NA,NA,NA,622900,"污水处理","临夏市污水处理厂改扩建PPP项目",1,"bab0bc7872a74378adab5ad443e55409",30,"1",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
"51","永州市",2016,"湖南省",1,166308500,NA,NA,NA,NA,NA,NA,NA,18.9293550553043,1,56,0,0,18,10.1743540320593,6.45406584658696,13.7373316955848,431100,"垃圾处理","道县城乡环境卫生一体化建设PPP项目",1,"792a4949b95740cbbe6e20c84c2e4c53",30,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
"52","成都市",2016,"四川省",2,415587800,5,5,50,50,0,0,45,19.8452044616093,2,56,0,0,21,11.2155027730077,7.11318282449057,16.264478496268,510100,"市政道路","四川省成都市天府新区双流高技术产业功能区道路基础设施改造项目",0,"753ba3e987d9471487c492ff8dd622ef",12,"1",20779390000,2077939000,20779390000,18701451000,23.7572274670856,23.7572274670856,23.6518669514331,21.4546423745246,"Public Transportation"
"53","贵阳市",2016,"贵州省",4,2.18e+10,NA,NA,NA,NA,NA,NA,NA,23.8051758067415,4,49,0,0,18,11.0509376232875,5.97072598195858,15.1349907439424,520100,"高速公路","贵州省乌当（羊昌）至长顺高速公路PPP项目",0,"5e26970768b346f3b8cfa30b3c02a9d1",33,"2",NA,NA,NA,NA,NA,NA,NA,NA,"Public Transportation"
"54",NA,2016,"贵州省",NA,8932930000,NA,NA,NA,NA,NA,NA,NA,22.9130102855221,NA,NA,NA,NA,12,NA,NA,NA,NA,"高速公路","贵州省纳雍至赫章高速公路PPP项目",NA,"91b0a3fb47e64f1391a3fc0005f6d062",33,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Public Transportation"
"55","惠州市",2016,"广东省",4,792130000,NA,NA,NA,NA,NA,NA,NA,20.4902360777231,4,50,0,0,18,11.1009039102628,5.87793184099015,15.0393398116674,441300,"市政道路","惠东县环城西路市政工程PPP项目",1,"7eb50e1ba9264463a9390c9db7f0fe41",13,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Public Transportation"
"56","扬州市",2016,"江苏省",5,54410000,NA,NA,NA,NA,NA,NA,NA,17.8120585184621,5,60,0,0,18,11.4036350150043,6.13365831281116,15.0296811872667,321000,"体育","扬州南部体育公园项目",0,"836dc75508574e75a42e537e32c7809d",11,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Sports"
"57","广州市",2017,"广东省",2,245928100,NA,NA,NA,NA,NA,NA,NA,19.3205497747528,2,54,0,0,12,11.8631103942502,6.76849321164863,16.4500176939894,440100,"体育","广东省广州市荔湾区芳村体育中心升级改造工程PPP项目",0,"9d85aa5ed04d488ba86ad393f0e21815",30,"2",NA,NA,NA,NA,NA,NA,NA,NA,"Sports"
"58","铜仁市",2017,"贵州省",2,215860000,NA,NA,NA,NA,NA,NA,NA,19.1901406073615,2,54,0,0,12,10.2170566459398,6.08904487544685,13.3382647674615,520600,"污水处理","贵州省铜仁市松桃自治县县城及五个乡镇污水处理工程PPP项目",0,"359ade1b92ce493abfe40de6525279ba",25,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
"59","市辖区",2017,"天津市",NA,13123440000,NA,NA,NA,NA,NA,NA,NA,23.2976657812172,NA,NA,NA,NA,12,NA,NA,NA,120100,"其他","天津开发区一汽大众华北基地建设PPP项目",NA,"86cbbd5e99b1488290302aed3c2aa6d2",18,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Constrcution"
"60","茂名市",2016,"广东省",4,1303010000,NA,NA,NA,NA,NA,NA,NA,20.9879428096568,4,51,0,0,21,10.6047021041738,6.66675320936661,13.9458280415114,440900,"污水处理","电白区生活污水处理设施整区捆绑PPP项目",0,"4fd49e1fff10420ca696f5432b63c41e",30,"1",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
"61","乌鲁木齐市",2017,"新疆维吾尔自治区",3,3561428000,NA,NA,NA,NA,NA,NA,NA,21.9934274249773,3,56,0,1,18,11.1543200875145,5.59098698051086,15.1229602851003,650100,"其他","乌鲁木齐经济技术开发区（头屯河区）乌鲁木齐高铁片区综合设施开发服务项目（PPP）",0,"4e7833018de142a59e01fc750336930f",17,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Others"
"62","玉林市",2017,"广西壮族自治区",4,96720000,NA,NA,NA,NA,NA,NA,NA,18.3873307642708,4,54,0,0,12,10.2076948285701,6.57507584059962,13.8624676144465,450900,"信息网络建设","广西壮族自治区玉林市博白县数据湖PPP项目",1,"99d9a2242b9c49c283001fb066709ab4",12,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Constrcution"
"63","荆州市",2016,"湖北省",2,186420000,NA,NA,NA,NA,NA,NA,NA,19.0435127505973,2,53,0,1,21,10.2354855087624,6.46644017048022,13.8542494242788,421000,"垃圾发电","湖北省松滋市300吨/天生活垃圾热解发电项目",1,"249d3b09864b409f8a81c6c7112f054e",30,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
"64","黔南布依族苗族自治州",2017,"贵州省",1,180303100,NA,NA,NA,NA,NA,NA,NA,19.010149881592,1,51,0,1,18,NA,NA,NA,522700,"旅游配套设施","贵州省独山县影山镇净心谷景区亮化项目",1,"4c33b4be911c4d28a09fdb6d9e811698",11,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Tourism"
"65","乌鲁木齐市",2017,"新疆维吾尔自治区",3,8799900000,NA,NA,NA,NA,NA,NA,NA,22.8980061947296,3,56,0,1,18,11.1543200875145,5.59098698051086,15.1229602851003,650100,"机场","乌鲁木齐国际机场北区改扩建工程（航站楼、跑道、交通中心及配套工程）PPP项目B标段",0,"434bae01cd7045078311c411e436f85d",28,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Public Transportation"
"66","青岛市",2017,"山东省",1,348750000,NA,NA,NA,NA,NA,NA,NA,19.6698658910998,1,52,0,0,21,11.6028301522978,6.67329796776765,16.2134333758378,370200,"其他","智慧即墨视频监管云平台项目二期",0,"b0c70fe7f1c047fe8fa318a4c3eebe41",11,"1",NA,NA,NA,NA,NA,NA,NA,NA,"Science & Technology"
"67","淮安市",2016,"江苏省",1,1.55e+08,NA,NA,NA,NA,NA,NA,NA,18.8589356748835,1,52,0,0,12,NA,NA,NA,320800,"污水处理","淮安市涟水县乡镇污水处理厂和管网建设项目",1,"e222e790cda94a1bad92318207e578a0",16,"1",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
"68","永州市",2017,"湖南省",2,144201400,NA,NA,NA,NA,NA,NA,NA,18.7867214915059,2,57,0,0,18,10.2661843287934,6.46925031679577,13.8406869559506,431100,"污水处理","湖南省永州市道县工业污水处理PPP项目",0,"71fb8e6caeb14424b6f8fbdc5ea88b03",25,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
"69","西安市",2016,"陕西省",1,1091181100,10,0,10,10,0,0,10,20.8105265245222,1,53,0,0,18,11.1115220968167,6.70399760146776,15.6888274332846,610100,"综合治理","西安蓝田生活垃圾无害化焚烧热电联产项目",0,"c2147b0cb43c4885a25aa27212bc0ede",30,"3",10911811000,0,10911811000,10911811000,23.1131116176079,23.1131116176079,23.1131116176079,0,"City Management"
"70","乌鲁木齐市",2017,"新疆维吾尔自治区",3,1837570000,NA,NA,NA,NA,NA,NA,NA,21.3317098835638,3,56,0,1,18,11.1543200875145,5.59098698051086,15.1229602851003,650100,"市政道路","乌鲁木齐市华光街东延（七道湾路-石人沟路）道路交通PPP项目",0,"dbc958fbb835421db3be4f1f65e5fabc",15,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Public Transportation"
"71","邵阳市",2017,"湖南省",2,107738800,NA,NA,NA,NA,NA,NA,NA,18.49522033723,2,53,0,0,18,9.95165847739742,6.72142570079064,14.1608972284036,430500,"污水处理","邵阳市国家农业科技园（湘商产业园）污水处理厂PPP项目",0,"f6f1ec353765428097f16c4369cf9818",28,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
"72","常州市",2017,"江苏省",1,138188600,100,0,100,100,0,0,100,18.7441299767493,1,47,0,0,21,11.7176687651989,5.92692602597041,15.3847304601096,320400,"医疗卫生社区","新闸街道医疗康复项目",1,"ddd525434fbe449384cf7dfe30885adf",10,"3",13818860000,0,13818860000,13818860000,23.3493001628097,23.3493001628097,23.3493001628097,0,"Health"
"73","张家界市",2017,"湖南省",2,253179800,NA,NA,NA,NA,NA,NA,NA,19.3496104662208,2,54,0,0,18,10.3828225092107,5.14166355650266,13.1120342148035,430800,"综合治理","桑植县乡镇污水处理PPP项目",0,"2cb5e3f3ca1344e4ba6d83deab560c82",30,"3",NA,NA,NA,NA,NA,NA,NA,NA,"City Management"
"74","梅州市",2017,"广东省",1,103553800,0,0,0,0,0,100,0,18.4556018423802,1,54,0,0,12,10.0871415545639,6.31173480915291,13.8687128790004,441400,"污水处理","广东省兴宁市污水处理厂扩容工程BOT特许经营（含一、二期提标升级改造工程）",1,"8ac2aa03bdd1488b919207bd40d8ba97",21,"3",0,0,0,0,0,0,0,0,"Environment"
"75","邵阳市",2017,"湖南省",2,293395000,NA,NA,NA,NA,NA,NA,NA,19.4970303819465,2,53,0,0,18,9.95165847739742,6.72142570079064,14.1608972284036,430500,"污水处理","湖南省邵阳市新邵县乡镇污水处理厂及配套管网工程",0,"ad5d46ed00704e1ca83c4330d13da47e",30,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Environment"
