"","distCity","year","invest","invest_n","invest_mean","cityname","cityps.x","name.x","officerID.x","gender_fem.x","birth_yr.x","ethnicity.x","home_city.x","home_prov.x","edu_first.x","college_yr.x","college_major.x","college_code.x","edu_onjob.x","edu_onjob_ps.x","firstjob_yr.x","party_yr.x","college_str_other.x","promotion.x","sec_age","ps_term","ps_begin_yr","cityps.y","name.y","officerID.y","gender_fem.y","birth_yr.y","ethnicity.y","home_city.y","home_prov.y","edu_first.y","college_yr.y","college_major.y","college_code.y","edu_onjob.y","edu_onjob_ps.y","firstjob_yr.y","party_yr.y","college_str_other.y","promotion_mayor","mayor_age","prov_id","mayor_term_id","mayor_term","mayor_begin_yr","mayor_end_yr","n_city","first_year","first_mayor","mayor_begin_age","mayor_term_rev","ting_term","ting_term_d","purge_mayor","mayor_count","vice_province","ps_term_2","sec_age_2","mayor_age_2","mayor_term_2","mayor_age_d","sec_age_d","mayor_2term","mayor_work_yr","mayor_party_yr","mayor_term1","mayor_firstyr","ps_term1","pop_eoy","pop_avg","gdp_pc","gdp","fiscal_rev_inbudget","lgdp_pc","lpop_eoy","lfiscal_rev","pref_code","invest_dummy","invest_l","provID","lpopul","lfiscal","prov_prov_ch","prov_name","prov_begin_yr","prov_end_yr","prov_ps_term","prov_home_prov","prov_college_code","prov_gov_begin_yr","local","purge_n","mayor_local","con_mayor","first_con_mayor","con_ps","purge_n_l1","purge_n_l2","fiscal_exp","employment","fiscal_rev","fixed_invest","lfiscal1","lexp","local_size","local_soe_size","local_nonsoe_size","soe_size","local_size_l","local_soe_size_l","local_nonsoe_size_l","soe_size_l","rev_exp_ratio","mayor_tenlength"
"1",130100,2010,0,0,0,"石家庄市",1,"孙瑞彬",3329,0,1959,0,130300,130000,2,NA,NA,NA,18,1,1980,1985,NA,0,51,1,2010,0,"艾文礼",3329,0,1955,0,130200,130000,1,NA,NA,NA,18,1,1971,1978,NA,0,55,"13",1,2,2009,2011,11,2006,0,54,2,5,1,0,1,0,1,2601,3025,4,0,0,0,39,32,2,0,1,977.41,986.36,30428,3001.28,125.961,10.3231185161172,6.88592880508933,4.84387995268367,130100,0,-13.8155105579643,"130000",6.88490621600942,4.83597233522957,"河北省","张云川",2008,2011,4,330000,10217,2008,NA,0,0,1,0,1,0,0,3051647,84.15,1636303,29579966,14.3079499868199,14.9311920028361,0,0,0,0,0,0,0,0,1.86496449618439,2
"2",130100,2011,0,0,0,"石家庄市",1,"孙瑞彬",3329,0,1959,0,130300,130000,2,NA,NA,NA,18,1,1980,1985,NA,0,52,2,2010,0,"艾文礼",3329,0,1955,0,130200,130000,1,NA,NA,NA,18,1,1971,1978,NA,1,56,"13",1,3,2009,2011,11,2006,0,54,1,6,1,0,1,0,4,2704,3136,9,0,0,0,40,33,3,0,2,989.16,983.29,33915,3401.0186,163.6303,10.4316126733802,6.89786654623177,5.10370235392639,130100,0,-13.8155105579643,"130000",6.89685609811314,5.09760961484376,"河北省","张云川",2008,2011,5,330000,10217,2008,NA,0,0,1,0,1,0,0,4035381,84.8,2212284,30269778,14.6095360239797,15.2106112790204,0,0,0,0,0,0,0,0,1.82407909653553,2
"3",130100,2012,0,0,0,"石家庄市",1,"孙瑞彬",3329,0,1959,0,130300,130000,2,NA,NA,NA,18,1,1980,1985,NA,0,53,3,2010,0,"姜德果",3329,0,1957,0,131100,130000,NA,NA,NA,NA,18,2,1976,1984,NA,1,55,"13",3,1,2012,2012,11,2004,0,55,1,9,1,0,1,0,9,2809,3025,1,0,0,0,36,28,1,1,3,997.3,993.2,39919,4082.6833,221.2284,10.5946076800114,6.90605383234238,5.40370568181945,130100,0,-13.8155105579643,"130000",6.90505162740782,5.39919565200356,"河北省","张庆黎",2012,2012,2,370000,NA,2012,NA,0,0,1,0,0,0,0,4640932,90.7,2722764,36733348,14.817158098785,15.3504257661013,0,0,0,0,0,0,0,0,1.70449293438579,1
"4",130100,2013,0,0,0,"石家庄市",1,"孙瑞彬",3329,0,1959,0,130300,130000,2,NA,NA,NA,18,1,1980,1985,NA,0,54,4,2010,0,"王亮",3329,0,1958,0,130800,130000,1,NA,NA,NA,18,1,1981,1985,NA,0,55,"13",8,1,2013,2015,11,2013,1,55,3,1,0,0,1,0,16,2916,3025,1,0,0,0,32,28,1,1,4,1005.3,1001.3,43552,4500.2098,272.2764,10.6817109054512,6.91403551693929,5.61048373721133,130100,0,-13.8155105579643,"130000",6.91304128341137,5.60681772680878,"河北省","周本顺",2013,2015,2,430000,NA,2013,NA,0,0,1,1,0,0,0,5229442,92.9,3151233,41862462,14.9633043627851,15.4698151381885,0,0,0,0,0,0,0,0,1.65949074536856,3
"5",130100,2014,0,0,0,"石家庄市",1,"孙瑞彬",3329,0,1959,0,130300,130000,2,NA,NA,NA,18,1,1980,1985,NA,0,55,5,2010,0,"王亮",3329,0,1958,0,130800,130000,1,NA,NA,NA,18,1,1981,1985,NA,0,56,"13",8,2,2013,2015,11,2013,1,55,2,2,0,0,1,0,25,3025,3136,4,0,0,0,33,29,2,0,5,1003.2,1004.2,48491,4863.6583,315.1233,10.7891334926956,6.9119464836006,5.75613232735606,130100,0,-13.8155105579643,"130000",6.91095016987866,5.75296399080888,"河北省","周本顺",2013,2015,3,430000,NA,2013,NA,1,0,1,1,0,0,0,5664878,100.5628,3434745,48839608,15.0494532450751,15.5497959164665,0,0,0,0,0,0,0,0,1.64928633712255,3
"6",130100,2015,67028800000,3,22342933333.3333,"石家庄市",1,"孙瑞彬",3329,0,1959,0,130300,130000,2,NA,NA,NA,18,1,1980,1985,NA,0,56,6,2010,0,"王亮",3329,0,1958,0,130800,130000,1,NA,NA,NA,18,1,1981,1985,NA,1,57,"13",8,3,2013,2015,11,2013,1,55,1,3,0,0,1,0,36,3136,3249,9,0,0,0,34,30,3,0,6,1024.9,1020.1,48970,5170.2653,343.4745,10.7989631446964,6.93332555509367,5.84202006739477,130100,1,20.3232180287362,"130000",6.93235032583752,5.83911287309893,"河北省","周本顺",2013,2015,4,430000,NA,2013,NA,0,0,1,1,0,1,0,6823857,100.3184,3750529,56898536,15.1374074546643,15.7359354124827,57396240000,57396240000,43616340740,19779899260,24.7732446329173,24.7732446329173,24.4986977047237,23.7079320701553,1.81943853787026,3
"7",130100,2016,2033932870000,5,406786574000,"石家庄市",1,"孙瑞彬",3329,0,1959,0,130300,130000,2,NA,NA,NA,18,1,1980,1985,NA,0,57,7,2010,0,"邢国辉",3329,0,1961,0,130100,130000,1,NA,NA,NA,18,2,1976,1984,NA,1,55,"13",6,1,2016,2016,11,2008,0,55,1,9,1,0,1,0,49,3249,3025,1,0,0,0,40,32,1,1,6,1028.84,1026.89,51043,54405988,3750529,10.8404236937208,6.93715872935138,15.1374077212933,130100,1,23.735822223089,"130000",6.93618723297637,15.1374074546643,"河北省","赵克志",2016,2017,2,370000,NA,2016,NA,0,0,1,0,0,0,1,7461188,99.5421,4107238,56784633,15.2282613411014,15.8252252088309,134672665000,134672665000,77471695000,57200970000,25.6261129673341,25.6261129673341,25.073178480801,24.7698366932478,1.81659499644286,1
"8",130100,2017,2822922650000,16,176432665625,"石家庄市",1,"邢国辉",2490,0,1961,0,130100,130000,1,NA,NA,NA,18,2,1976,1984,NA,0,56,1,2017,0,"邓沛然",2490,0,1963,0,130900,130000,3,1980,4,NA,21,1,1984,1984,NA,0,54,"13",9,1,2017,2017,11,2013,0,54,1,5,1,0,1,0,1,3136,2916,1,0,0,0,33,33,1,1,1,1038,1033,55177,59277293,4107238,10.9183014787688,6.94601399109923,15.228261584574,130100,1,24.0636236789073,"130000",6.94505106372583,15.2282613411014,"河北省","赵克志",2016,2017,3,370000,NA,2016,NA,0,0,1,0,1,0,0,8067284,91.6116,4608886,NA,15.3434967371811,15.9033274284562,45311356155,131520371582,38061461155,93458910427,24.5368235257889,25.6024275935468,24.362468088934,25.2607877159868,1.75037612125794,1
"9",130200,2010,0,0,0,"唐山市",1,"赵勇",4241,0,1963,0,430900,430000,2,NA,NA,NA,21,2,1982,1982,NA,0,47,4,2007,0,"陈国鹰",4241,0,1957,0,430400,430000,3,1978,3,10080,21,2,1982,1988,NA,0,53,"13",15,3,2008,2012,11,2001,0,51,3,10,1,0,1,0,16,2209,2809,9,0,0,0,28,22,3,0,4,733.9,745.02,51179,3812.72,169.716,10.8430845706405,6.59973443553483,5.14000135710088,130200,0,-13.8155105579643,"130000",6.59837277955102,5.13412645182636,"河北省","张云川",2008,2011,4,330000,10217,2008,NA,0,0,1,0,0,0,0,3324335,84.02,1958419,26657710,14.4876480730505,15.0167802120694,0,0,0,0,0,0,0,0,1.69745851117662,3
"10",130200,2011,0,0,0,"唐山市",1,"王雪峰",3011,0,1954,0,130400,130000,3,1974,1,10080,12,NA,1971,1973,NA,0,57,1,2011,0,"陈国鹰",3011,0,1957,0,430400,430000,3,1978,3,10080,21,2,1982,1988,NA,0,54,"13",15,4,2008,2012,11,2001,0,51,2,11,1,0,1,0,1,3249,2916,16,0,0,0,29,23,4,0,1,735,734.45,59389,4469.1588,195.8419,10.9918643030167,6.60123011872888,5.28240086846084,130200,0,-13.8155105579643,"130000",6.59987049921284,5.27730770107428,"河北省","张云川",2008,2011,5,330000,10217,2008,NA,0,0,1,0,1,0,0,4416812,87.3,2555624,25450636,14.7538069788073,15.3009287268474,0,0,0,0,0,0,0,0,1.72827145151243,3
"11",130200,2012,0,0,0,"唐山市",1,"王雪峰",3011,0,1954,0,130400,130000,3,1974,1,10080,12,NA,1971,1973,NA,0,58,2,2011,0,"陈国鹰",3011,0,1957,0,430400,430000,3,1978,3,10080,21,2,1982,1988,NA,0,55,"13",15,5,2008,2012,11,2001,0,51,1,12,1,0,1,0,4,3364,3025,25,0,1,0,30,24,5,0,2,737.1,736,71565,5442.4541,255.5624,11.1783614066183,6.60407931677601,5.5473719098781,130200,0,-13.8155105579643,"130000",6.60272356819524,5.54346660683107,"河北省","张庆黎",2012,2012,2,370000,NA,2012,NA,0,0,0,0,0,0,0,4903141,95.6,3010936,30171685,14.9177615518411,15.4053865781232,0,0,0,0,0,0,0,0,1.62844411173137,3
"12",130200,2013,0,0,0,"唐山市",1,"姜德果",1086,0,1957,0,131100,130000,NA,NA,NA,NA,18,2,1976,1984,NA,0,56,1,2013,0,"陈学军",1086,0,1959,0,321000,320000,1,NA,NA,NA,18,1,1977,1987,NA,0,54,"13",14,1,2013,2014,11,2013,1,54,2,1,0,0,1,0,1,3136,2916,1,0,0,0,36,26,1,1,1,741.8,739.4,76643,5861.6363,301.0936,11.2469135559287,6.61042682947855,5.71073690313015,130200,0,-13.8155105579643,"130000",6.60907966505549,5.70742117986491,"河北省","周本顺",2013,2015,2,430000,NA,2013,1,0,1,1,1,0,0,0,4971792,96.7,3184152,35758674,14.9736965635004,15.4192908964657,0,0,0,0,0,0,0,0,1.56141792225999,2
"13",130200,2014,0,0,0,"唐山市",1,"姜德果",1086,0,1957,0,131100,130000,NA,NA,NA,NA,18,2,1976,1984,NA,0,57,2,2013,0,"陈学军",1086,0,1959,0,321000,320000,1,NA,NA,NA,18,1,1977,1987,NA,0,55,"13",14,2,2013,2014,11,2013,1,54,1,2,0,1,1,0,4,3249,3025,4,0,0,0,37,27,2,0,2,738.7,740.3,82831,6121.2139,318.4152,11.3245576664399,6.60624469859382,5.76649182387839,130200,0,-13.8155105579643,"130000",6.60489188453469,5.76335619152424,"河北省","周本顺",2013,2015,3,430000,NA,2013,1,0,1,1,1,0,0,0,5246569,93.6556,3237498,41462408,14.9903113672291,15.4730848971185,0,0,0,0,0,0,0,0,1.62056285440176,2
"14",130200,2015,2860753250000,9,317861472222.222,"唐山市",1,"焦彦龙",2249,0,1960,0,130100,130000,3,1978,3,10055,18,2,1982,1986,NA,0,55,1,2015,0,"丁绣峰",2249,0,1965,0,130500,130000,1,NA,NA,NA,18,1,1981,1984,NA,0,50,"13",11,1,2015,2017,11,2015,1,50,3,1,0,0,1,0,1,3025,2500,1,0,0,0,34,31,1,1,1,753.2,750.3,80450,6225.3023,323.7498,11.2953911524205,6.62565758482426,5.78305503969217,130200,1,24.0769358942212,"130000",6.624330796783,5.77997099525294,"河北省","周本顺",2013,2015,4,430000,NA,2013,NA,0,0,1,1,1,0,0,5922620,89.4361,3349797,45438766,15.0244103049503,15.5942894765236,230768080000,230768080000,123079080000,1.07689e+11,26.1646790604604,26.1646790604604,25.5360929125673,25.4025132803401,1.76805340741543,3
"15",130200,2016,234189190000,6,39031531666.6667,"唐山市",1,"焦彦龙",2249,0,1960,0,130100,130000,3,1978,3,10055,18,2,1982,1986,NA,0,56,2,2015,0,"丁绣峰",2249,0,1965,0,130500,130000,1,NA,NA,NA,18,1,1981,1984,NA,0,51,"13",11,2,2015,2017,11,2015,1,50,2,2,0,0,1,0,4,3136,2601,4,0,0,0,35,32,2,0,2,754.96,754.06,78398,61030601,3349797,11.269553695809,6.62798846472684,15.0244106034758,130200,1,21.574224943926,"130000",6.62666476771308,15.0244103049503,"河北省","赵克志",2016,2017,2,370000,NA,2016,NA,0,0,0,0,0,0,0,6425412,88.069,3550699,49751053,15.0826550434775,15.6757713112033,18628219000,18650225190,0,18650225190,23.6479434185467,23.6491240575478,0,23.6491240575478,1.80961889475847,3
"16",130200,2017,3925702090000,25,157028083600,"唐山市",1,"焦彦龙",2249,0,1960,0,130100,130000,3,1978,3,10055,18,2,1982,1986,NA,0,57,3,2015,0,"丁绣峰",2249,0,1965,0,130500,130000,1,NA,NA,NA,18,1,1981,1984,NA,0,52,"13",11,3,2015,2017,11,2015,1,50,1,3,0,0,1,0,9,3249,2704,9,0,0,0,36,33,3,0,3,760,757,81239,63548675,3550699,11.3051507064113,6.63463335786169,15.0826553251122,130200,1,24.3933961416115,"130000",6.63331843328038,15.0826550434775,"河北省","赵克志",2016,2017,3,370000,NA,2016,NA,0,0,0,0,0,0,0,6626323,76.1383,3803481,NA,15.151427258008,15.7065606080128,117766204100,117820721100,25792866586,92027854514,25.4919671748208,25.4924299933828,23.9733638017679,25.2453571346383,1.74217328810108,3
"17",130300,2010,0,0,0,"秦皇岛市",1,"王三堂",1402,0,1954,0,130100,130000,1,NA,NA,NA,18,1,1974,1973,NA,0,56,4,2007,0,"朱浩文",1402,0,1967,0,511000,510000,3,1985,5,10055,18,2,1989,1986,NA,0,43,"13",18,3,2008,2012,11,2008,1,41,3,3,0,0,1,0,16,3136,1849,9,0,0,0,21,24,3,0,4,287.24,296.77,27110,804.542,56.3332,10.2076579424927,5.66379346643984,4.04887986256124,130300,0,-13.8155105579643,"130000",5.66031810324212,4.03128405938826,"河北省","张云川",2008,2011,4,330000,10217,2008,NA,0,0,1,1,0,0,0,1357443,29.75,720200,5057443,13.4872842301969,14.1211133409584,0,0,0,0,0,0,0,0,1.88481394057206,3
"18",130300,2011,0,0,0,"秦皇岛市",1,"王三堂",1402,0,1954,0,130100,130000,1,NA,NA,NA,18,1,1974,1973,NA,0,57,5,2007,0,"朱浩文",1402,0,1967,0,511000,510000,3,1985,5,10055,18,2,1989,1986,NA,0,44,"13",18,4,2008,2012,11,2008,1,41,2,4,0,0,1,0,25,3249,1936,16,0,0,0,22,25,4,0,5,288.3,287.77,31182,930.4969,72.02,10.3475962842365,5.66746421198209,4.29073337622749,130300,0,-13.8155105579643,"130000",5.66400160464436,4.27694385822073,"河北省","张云川",2008,2011,5,330000,10217,2008,NA,0,0,1,1,0,0,0,1686186,29.88,866439,5984572,13.6721469875062,14.3379797317438,0,0,0,0,0,0,0,0,1.94611045901673,3
"19",130300,2012,3.72075e+11,1,3.72075e+11,"秦皇岛市",1,"王三堂",1402,0,1954,0,130100,130000,1,NA,NA,NA,18,1,1974,1973,NA,0,58,6,2007,0,"朱浩文",1402,0,1967,0,511000,510000,3,1985,5,10055,18,2,1989,1986,NA,1,45,"13",18,5,2008,2012,11,2008,1,41,1,5,1,0,1,0,36,3364,2025,25,0,1,0,23,26,5,0,6,289.8,289.1,35691,1070.0808,86.6439,10.4826538351446,5.67263574565936,4.47328201396537,130300,1,22.0371910978135,"130000",5.66919102988658,4.46180661553006,"河北省","张庆黎",2012,2012,2,370000,NA,2012,NA,0,0,0,0,0,0,0,1999739,33.5,1086622,7237352,13.8985843595355,14.5085272300084,0,0,0,0,0,0,0,0,1.84032625880941,3
"20",130300,2013,0,0,0,"秦皇岛市",1,"田向利",1520,1,1963,0,130500,130000,2,NA,NA,NA,21,2,1984,1984,NA,1,50,1,2013,0,"商黎光",1520,0,1963,0,130500,130000,1,NA,NA,NA,18,1,1981,1984,NA,0,50,"13",17,1,2013,2014,11,2003,0,50,2,11,1,0,1,0,1,2500,2500,1,0,0,0,32,29,1,1,1,291.2,290.5,37804,1139.3664,108.6622,10.5401701961149,5.6774384993166,4.69740473178451,130300,0,-13.8155105579643,"130000",5.67401031632253,4.68824398755932,"河北省","周本顺",2013,2015,2,430000,NA,2013,NA,0,0,1,0,0,0,0,2003166,34.2,1095028,7702882,13.9062904916821,14.5102394869004,0,0,0,0,0,0,0,0,1.82932856511432,2
"21",130300,2014,0,0,0,"秦皇岛市",1,"田向利",1520,1,1963,0,130500,130000,2,NA,NA,NA,21,2,1984,1984,NA,1,51,2,2013,0,"商黎光",1520,0,1963,0,130500,130000,1,NA,NA,NA,18,1,1981,1984,NA,1,51,"13",17,2,2013,2014,11,2003,0,50,1,12,1,0,1,0,4,2601,2601,4,0,0,0,33,30,2,0,2,292.7,292,39889,1168.7549,109.5028,10.5938558756456,5.68255883820457,4.70504086000329,130300,0,-13.8155105579643,"130000",5.67914819369784,4.69595011970588,"河北省","周本顺",2013,2015,3,430000,NA,2013,NA,0,0,1,0,0,0,0,2119627,33.8682,1136584,7916533,13.9435378306741,14.5667506877721,0,0,0,0,0,0,0,0,1.86491011663018,2
"22",130300,2015,1466066080000,8,183258260000,"秦皇岛市",1,"田向利",1520,1,1963,0,130500,130000,2,NA,NA,NA,21,2,1984,1984,NA,1,52,3,2013,0,"张瑞书",1520,0,1963,0,130900,130000,3,1979,1,NA,12,NA,1983,1987,NA,0,52,"13",16,1,2015,2017,11,2014,0,52,3,2,0,0,1,0,9,2704,2704,1,0,0,0,32,28,1,1,3,295.1,293.9,39282,1200.0219,113.6584,10.5785216776691,5.69069723510755,4.74195727308321,130300,1,23.4084336074232,"130000",5.68731428194889,4.73319745869792,"河北省","周本顺",2013,2015,4,430000,NA,2013,NA,0,0,1,1,0,0,0,2282969,32.8441,1143620,8743325,13.9497092279098,14.6409873467951,314959537400,314959537400,306941654000,8017883400,26.4757100148261,26.4757100148261,26.4499235143574,22.8049403089058,1.99626536786695,3
"23",130300,2016,101466590000,2,50733295000,"秦皇岛市",1,"孟祥伟",1286,0,1966,0,130100,130000,3,1985,3,10730,21,2,1989,1990,NA,0,50,1,2016,0,"张瑞书",1286,0,1963,0,130900,130000,3,1979,1,NA,12,NA,1983,1987,NA,0,53,"13",16,2,2015,2017,11,2014,0,52,2,3,0,0,1,0,1,2500,2809,4,0,0,0,33,29,2,0,1,295.64,295.34,40746,12504439,1143620,10.6151129543418,5.69251928237749,13.9497101023257,130300,1,20.7378252326927,"130000",5.68914249791669,13.9497092279098,"河北省","赵克志",2016,2017,2,370000,NA,2016,NA,0,0,0,0,0,0,0,2455712,32.4783,1160083,8746590,13.964002112247,14.7139272975296,1295464750,1295464750,0,1295464750,20.9821353487966,20.9821353487966,0,20.9821353487966,2.11684163977922,3
"24",130300,2017,1375287930000,5,275057586000,"秦皇岛市",1,"孟祥伟",1286,0,1966,0,130100,130000,3,1985,3,10730,21,2,1989,1990,NA,0,51,2,2016,0,"张瑞书",1286,0,1963,0,130900,130000,3,1979,1,NA,12,NA,1983,1987,NA,0,54,"13",16,3,2015,2017,11,2014,0,52,1,4,0,0,1,0,4,2601,2916,9,0,0,0,34,30,3,0,2,298,297,73755,13493526,1160083,11.2085040685141,5.70044357339069,13.9640029742539,130300,1,23.3445140427735,"130000",5.6970934865054,13.964002112247,"河北省","赵克志",2016,2017,3,370000,NA,2016,NA,0,0,0,0,0,0,0,2626987,29.2848,1185525,NA,13.9856962724137,14.7813481200448,0,0,0,0,0,0,0,0,2.21588494548829,3
"25",130400,2010,0,0,0,"邯郸市",1,"崔江水",4211,0,1953,0,130100,130000,3,1973,1,NA,12,NA,1970,1979,NA,0,57,3,2008,0,"郭大建",4211,0,1954,0,320900,320000,3,1978,3,10075,18,2,1971,1984,NA,1,56,"13",27,2,2009,2010,11,2006,0,55,1,5,1,0,1,0,9,3249,3136,4,0,0,0,39,26,2,0,3,942.77,884.72,22779,2015.28,87.176,10.0335943378813,6.84988249239167,4.47933481714088,130400,0,-13.8155105579643,"130000",6.8488223504454,4.46792906367459,"河北省","张云川",2008,2011,4,330000,10217,2008,NA,0,0,1,0,0,0,0,2638552,56.57,1158975,18351349,13.96304655177,14.7857408398012,0,0,0,0,0,0,0,0,2.27662546646822,1
"26",130400,2011,0,0,0,"邯郸市",1,"郭大建",2264,0,1954,0,320900,320000,3,1978,3,10075,18,2,1971,1984,NA,0,57,1,2011,0,"郑雪碧",2264,0,1958,0,130100,130000,1,NA,NA,NA,18,1,1974,1978,NA,1,53,"13",23,1,2011,2011,11,2006,0,53,1,6,1,0,1,0,1,3249,2809,1,0,0,0,37,33,1,1,1,963.5,953.2,26143,2361.5569,115.8975,10.1713367472342,6.87160983234578,4.76129748244951,130400,0,-13.8155105579643,"130000",6.87057248785442,4.75270617979382,"河北省","张云川",2008,2011,5,330000,10217,2008,NA,0,0,1,0,1,0,0,3286308,58.44,1589504,18888065,14.2789325758445,15.0052753041668,0,0,0,0,0,0,0,0,2.06750533499758,1
"27",130400,2012,0,0,0,"邯郸市",1,"郭大建",2264,0,1954,0,320900,320000,3,1978,3,10075,18,2,1971,1984,NA,0,58,2,2011,0,"高宏志",2264,0,1967,0,130100,130000,2,NA,NA,NA,18,2,1986,1990,NA,1,45,"13",22,1,2012,2012,11,2003,0,45,1,10,1,0,1,0,4,3364,2025,1,0,1,0,26,22,1,1,2,980,971.7,30270,2789.0278,158.9504,10.3179124020158,6.88857245956536,5.07486376717389,130400,0,-13.8155105579643,"130000",6.88755257166462,5.06859220386827,"河北省","张庆黎",2012,2012,2,370000,NA,2012,NA,0,0,1,0,0,0,0,3795820,64.5,1846504,22921322,14.4288046795329,15.1494110192526,0,0,0,0,0,0,0,0,2.05567927283125,1
"28",130400,2013,0,0,0,"邯郸市",1,"高宏志",388,0,1967,0,130100,130000,2,NA,NA,NA,18,2,1986,1990,NA,0,46,1,2013,0,"回建",388,0,1961,1,130900,130000,2,NA,NA,NA,18,1,1981,1982,NA,0,52,"13",21,1,2013,2014,11,2013,1,52,2,1,0,0,1,0,1,2116,2704,1,0,0,0,32,31,1,1,1,993.1,986.5,32650,3024.2864,184.6504,10.3936001347046,6.9018378052181,5.22386533521274,130400,0,-13.8155105579643,"130000",6.90083136390931,5.21846430755672,"河北省","周本顺",2013,2015,2,430000,NA,2013,NA,0,0,1,1,0,0,0,3671338,80.4,1726514,26612310,14.3616149046701,15.1160667312451,0,0,0,0,0,0,0,0,2.12644554286846,2
"29",130400,2014,14851370000,1,14851370000,"邯郸市",1,"高宏志",388,0,1967,0,130100,130000,2,NA,NA,NA,18,2,1986,1990,NA,0,47,2,2013,0,"回建",388,0,1961,1,130900,130000,2,NA,NA,NA,18,1,1981,1982,NA,1,53,"13",21,2,2013,2014,11,2013,1,52,1,2,0,0,1,0,4,2209,2809,4,0,0,0,33,32,2,0,2,994,993.5,30800,3061.5043,172.6514,10.3352699689617,6.90274273715859,5.15704984135165,130400,1,18.816187767844,"130000",6.90173720665657,5.15127453269394,"河北省","周本顺",2013,2015,3,430000,NA,2013,NA,0,0,1,1,0,0,0,4046724,80.487,1831617,30907369,14.4207097412245,15.2134182228667,1485137000,1485137000,0,1485137000,21.1187728615114,21.1187728615114,0,21.1187728615114,2.20937237424636,2
"30",130400,2015,569045090000,10,56904509000,"邯郸市",1,"高宏志",388,0,1967,0,130100,130000,2,NA,NA,NA,18,2,1986,1990,NA,0,48,3,2013,0,"王会勇",388,0,1960,0,130500,130000,5,1978,1,NA,18,0,1976,1983,NA,0,55,"13",30,1,2015,2016,11,2010,0,55,2,6,1,0,1,0,9,2304,3025,1,0,0,0,39,32,1,1,3,1029.5,1020.7,32943,3080.0054,183.1617,10.4025340742658,6.93779940033051,5.21581417603435,130400,1,22.4620553262332,"130000",6.93682852646784,5.21036936924833,"河北省","周本顺",2013,2015,4,430000,NA,2013,NA,0,0,1,0,0,0,0,5156300,77.1689,1906215,34433153,14.4606301585136,15.4557298259878,35002494065,36848014289,17408867220,19439147069,24.2786851549256,24.330067567834,23.5802455237619,23.6905547600162,2.70499392775736,2
"31",130400,2016,2972793720000,12,247732810000,"邯郸市",1,"高宏志",388,0,1967,0,130100,130000,2,NA,NA,NA,18,2,1986,1990,NA,0,49,4,2013,0,"王会勇",388,0,1960,0,130500,130000,5,1978,1,NA,18,0,1976,1983,NA,1,56,"13",30,2,2015,2016,11,2010,0,55,1,7,1,0,1,0,16,2401,3136,4,0,0,0,40,33,2,0,4,1049.7,1039.59,33450,31454319,1906215,10.4178070655564,6.95721188769473,14.4606306831132,130400,1,24.1153530870891,"130000",6.95625968804175,14.4606301585136,"河北省","赵克志",2016,2017,2,370000,NA,2016,NA,0,0,0,0,0,0,0,5316404,76.0981,2045018,37651978,14.5309171493763,15.4863076929179,59183832966,59183832966,53037201746,6146631220,24.8039142497664,24.8039142497664,24.6942594240228,22.5391699997415,2.59968567513831,2
"32",130400,2017,379856250000,6,63309375000,"邯郸市",1,"高宏志",388,0,1967,0,130100,130000,2,NA,NA,NA,18,2,1986,1990,NA,0,50,5,2013,0,"王立彤",388,0,1968,0,341400,340000,NA,NA,NA,NA,12,0,1990,1991,NA,0,49,"13",31,1,2017,2017,11,2017,1,49,1,1,0,0,1,0,25,2500,2401,1,0,0,0,27,26,1,1,5,1055,1052,35265,33370903,2045018,10.4706462496423,6.96224346426621,14.5309176383694,130400,1,22.0578885426356,"130000",6.96129604591017,14.5309171493763,"河北省","赵克志",2016,2017,3,370000,NA,2016,NA,0,0,1,1,0,0,0,5470074,60.1286,2201150,NA,14.604490509027,15.514802702643,34358427125,39359439925,5001012800,34358427125,24.260113156705,24.3960016795069,22.332906289068,24.260113156705,2.48509824409968,1
"33",130500,2010,0,0,0,"邢台市",1,"姜德果",1086,0,1957,0,131100,130000,NA,NA,NA,NA,18,2,1976,1984,NA,0,53,2,2009,0,"刘大群",1086,0,1958,0,130100,130000,5,1978,1,11920,12,NA,1995,1984,NA,0,52,"13",35,2,2009,2012,11,2006,0,51,3,5,1,0,1,0,4,2809,2704,4,0,0,0,15,26,2,0,2,718.63,696.11,15174,1056.29,43.0323,9.62733871589802,6.57873719103506,3.78492345551441,130500,0,-13.8155105579643,"130000",6.57734662165103,3.76195099650269,"河北省","张云川",2008,2011,4,330000,10217,2008,NA,0,0,1,0,1,0,0,1723385,35.08,571001,10204394,13.2551462399501,14.3598009380247,0,0,0,0,0,0,0,0,3.01818210475989,3
"34",130500,2011,0,0,0,"邢台市",1,"姜德果",1086,0,1957,0,131100,130000,NA,NA,NA,NA,18,2,1976,1984,NA,0,54,3,2009,0,"刘大群",1086,0,1958,0,130100,130000,5,1978,1,11920,12,NA,1995,1984,NA,0,53,"13",35,3,2009,2012,11,2006,0,51,2,6,1,0,1,0,9,2916,2809,9,0,0,0,16,27,3,0,3,732.03,725.33,17189,1212.0943,57.1001,9.75202492332816,6.59718662874354,4.06216738502678,130500,0,-13.8155105579643,"130000",6.59582149672806,4.04480586797392,"河北省","张云川",2008,2011,5,330000,10217,2008,NA,0,0,1,0,1,0,0,2146098,35.99,705761,9789354,13.46703193225,14.5791618674861,0,0,0,0,0,0,0,0,3.04082826905992,3
